,Date Played,Start Time,Players,Win/Fail,Win Time,Completion,Happy,May give 5 star review,Picture,Game master,Notes,
,8/31,5:00 PM,6,W,56,100,Y,M,Y,Jack,,
,8/28,7:00 PM,6,F,,90,Y,Y,Y,Jack,,
,8/26,3:00 PM,4,W,51,100,Y,Y,Y,Jack,,
,8/25,9:00 PM,10,F,,90,Y,Y,Y,Jack,,
,8/25,5:00 PM,6,W,58,100,Y,Y,Y,Jack,,
,8/25,3:00 PM,8,F,60,95,Y,Y,Y,Ryan,,
,8/24,9:00 PM,2,F,,10,N,N,N,Jack,Had a lot oF trouble With First puzzles,
,8/24,1:00 PM,7,W,47,100,Y,Y,Y,Hanna,,
,8//19,5:00 PM,7,F,,99,Y,Y,N,Hanna,,
,8/18,9:00 PM,5,F,,90,Y,Y,Y,Jack,,
,8/18,7:00 PM,5,W,42,100,Y,Y,Y,Jack,,
,8/18,3:00 PM,11,F,,50,Y,Y,Y,Emily/Hanna,,
,8/18,1:00 PM,9,F,,90,Y,Y,Y,Emily/Hanna,,
,8/17,9:00 PM,4,F,,80,Y,Y,Y,Jack,,
,8/16,7:00 PM,4,F,,80,Y,Y,N,Cordelia,,
,8/16,3:00 PM,8,F,,,,,,,,
,8/15,9:00 PM,7,W,45,100,Y,Y,Y,Jack,,
,8/14,9:00 PM,4,F,,90,y,y,y,,,
,8/14,7:00 PM,5,W,47,100,Y,Y,Y,Cordelia,,
,8/14,5:00 PM,3,F,,75,y,y,n,Emily/Cordelia,,
,8/12,9:00 PM,3,F,,90,Y,Y,Y,Ryan,,
,8/11,9:00 PM,5,F,,40,Y,Y,Y,,,
,8/11,7:00 PM,4,F,,60,Y,Y,Y,Jack,,
,8/11,5:00 PM,7,F,,60,Y,Y,Y,Jack,,
,8/11,3:00 PM,5,W,55,100,Y,Y,Y,Cordelia,,
,8/11,11:00 AM,10,W,53,100,m,m,y,Cordelia,,
,8/10,1:00 PM,10,F,,80,Y,Y,N,Cordelia,,
,8/7,7:00 PM,4,F,,60,y,y,n,Cordelia,,
,8/5,5:00 PM,8,W,50,100,Y,Y,Y,Jack,,
,8/5,3:00 PM,4,F,,90,Y,Y,Y,Emily,,
,8/4,9:00 PM,2,,,,,,,Hanna,,
,8/4,7:00 PM,9,,,,,,,Hanna/Emily,,
,8/3,7:00 PM,4,F,,,y,y,n,Cordelia,,
,8/2,9:00 PM,6,W,43,100,y,y,y,Cordelia,,
,7/29,7:00 PM,3,F,,95,Y,Y,Y,,,
,7/28,5:00 PM,10,W,39,100,Y,Y,Y,Hanna,,
,7/28,3:00 PM,5,W,58,100,Y,Y,Y,Jack,,
,7/27,9:00 PM,8,F,,70,Y,Y,Y,Jack,,
,7/27,7:00 PM,6,W,55,100,Y,Y,Y,Jack,,
,7/27,3:00 PM,4,F,,70,Y,Y,Y,Cordelia,,
,7/27,1:00 PM,10,W,58,100,Y,Y,Y,Cordelia,,
,7/26,7:00 PM,7,W,37,100,Y,Y,Y,Cordelia,,
,7/26,1:00 PM,3,F,,65,Y,Y,Y,Hanna,,
,7/25,3:00 PM,12,F,,50,Y,Y,N,Hanna,,
,7/25,1:00 PM,2,W,47,100,Y,Y,Y,Hanna,,
,7/24,7:00 PM,6,F,,80,M,M,Y,Cordelia,,
,7/24,11:00 AM,8,W,52,100,Y,Y,Y,Hanna,,
,7/22,3:00 PM,4,F,,80,Y,Y,Y,Jack,,
,7/21,9:00 PM,8,W,43,100,Y,Y,Y,Cordelia,,
,7/21,7:00 PM,7,W,54,100,Y,Y,Y,Cordelia/Jack,,
,7/21,5:00 PM,6,W,58,100,Y,Y,Y,Jack/Cordelia,,
,7/21,3:00 PM,6,F,,50,Y,Y,Y,Ian/Jack,,
,7/21,1:00 PM,8,F,,60,Y,Y,Y,Ian/Jack,,
,7/19,9:00 PM,12,F,,70,Y,Y,Y,Cordelia,,
,7/18,5:00 PM,6,F,,50,Y,Y,Y,,,
,7/17,9:00 PM,4,F,,90,Y,Y,Y,Jack,,
,7/15,4:00 PM,11,W,58,100,Y,Y,Y,Emily/Jack,,
,7/15,3:00 PM,8,F,,90,Y,Y,Y,Emily,,
,7/14,7:00 PM,7,W,52,100,Y,Y,Y,Jack,,
,7/14,3:00 PM,6,W,58,100,Y,Y,Y,Emily/Bean,,
,7/13,9:00 PM,10,F,,99,Y,Y,Y,emily,,
,7/8,9:00 PM,9,W,59,100,Y,Y,Y,Jack,,
,7/8,7:00 PM,4,F,,40,Y,Y,Y,Jack,,
,7/8,5:00 PM,8,W,45,100,Y,Y,Y,Jack,,
,7/8,3:00 PM,9,W,55,100,Y,Y,Y,Emily,,
,7/7,9:00 PM,2,F,,90,Y,Y,Y,Jack,,
,7/7,7:00 PM,12,W,50,100,Y,Y,Y,Emily/Jack,,
,7/7,5:00 PM,5,F,,80,Y,Y,Y,Emily/Jack,,
,7/7,3:00 PM,6,F,,90,Y,Y,Y,Cordelia/Emily,,
,7/6,5:00 PM,3,F,,40,Y,Y,,Cordelia/Jack,,
,7/4,5:00 PM,6,F,,85,Y,Y,Y,Cordelia/Jack,,
,7/4,3:00 PM,4,W,54,100,Y,Y,Y,Cordelia,,
,7/4,1:00 PM,4,W,58,100,Y,Y,Y,Cordelia,,
,7/3,7:00 PM,4,W,46,100,Y,Y,Y,Cordelia,,
,7/3,5:00 PM,4,W,56,100,Y,Y,Y,Bean/Cordelia,,
,7/1,7:00 PM,5,F,,40,Y,Y,Y,Jack,,
,7/1,5:00 PM,5,F,,60,Y,Y,Y,Jack,,
,7/1,3:00 PM,12,W,40,100,Y,Y,Y,Emily,,
,7/1,1:00 PM,6,W,48,100,Y,Y,Y,Emily,,
,6/30,9:00 PM,4,F,,70,Y,Y,N,Hanna,,
,6/30,5:00 PM,5,W,41,100,Y,Y,Y,Hanna/Jack,,
,6/30,1:00 PM,11,F,,95,Y,Y,Y,Emily/Jack,,
,6/29,9:00 PM,2,F,,30,Y,Y,Y,Jack,,
,6/29,7:00 PM,10,W,59,100,Y,Y,Y,Jack,,
,6/28,7:00 PM,3,F,,90,Y,Y,Y,Jack,,
,6/27,7:00 PM,10,F,,80,Y,Y,Y,Jack,,
,6/26,7:00 PM,8,W,59,100,Y,Y,Y,Cordelia,,
,6/24,5:00 PM,2,F,,40,Y,Y,Y,Emily,Interested in returning For second attempt With larger group,
,6/26,1:00 PM,3,F,,40,Y,Y,Y,Ian,,
,6/24,3:00 PM,8,F,,60,Y,Y,Y,Jack,,
,6/24,1:00 PM,4,W,51,100,Y,Y,Y,Jack,,
,6/24,11:00 AM,4,F,,90,Y,Y,Y,Jack,,
,6/23,7:00 PM,5,W,56,100,Y,Y,Y,Hanna/Jack,,
,6/23,5:00 PM,4,F,,70,Y,Y,Y,Hanna/Jack,,
,6/23,3:00 PM,4,F,,50,Y,Y,Y,Emily/Jack,,
,6/23,1:00 PM,11,F,55,99,Y,Y,Y,Emily/Jack,"Died at bomb, given time to Finish",
,6/22,7:00 PM,5,F,,50,Y,Y,Y,Jack,,
,6/21,1:00 PM,4,F,,60,Y,Y,N,Hanna,,
,6/20,7:00 PM,11,F,,60,Y,Y,Y,Jack,,
,6/19,7:00 PM,9,W,45,100,Y,Y,Y,Cordelia,,
,6/19,5:00 PM,4,F,,100,Y,Y,Y,Cordelia ,Finished With extra time because bomb Was not set up properly,
,6/17,7:00 PM,5,F,,65,Y,Y,Y,Cordelia ,,
,6/17,3:00 PM,4,F,,60,Y,Y,N,Cordelia,,
,6/16,9:00 PM,4,W,,85,Y,Y,Y,Hanna,,
,6/16,5:00 PM,4,W,38,100,Y,Y,Y,Hanna/Jack,,
,6/16,3:00 PM,6,W,54,100,Y,Y,Y,Jack,,
,6/15,9:00 PM,3,F,,50,N,N,N,Hanna,"seemed super depressed the Whole game, like right From the moment they got here",
,6/13,9:00 PM,8,F,,85,Y,Y,Y,,,
,6/13,5:00 PM,7,F,,95,Y,Y,Y,Jack/Ian,,
,6/12,3:00 PM,7,F,,80,Y,Y,Y,Jack,Failed at bomb,
,6/12,1:00 PM,6,F,,40,Y,Y,Y,Jack,,
,6/10,7:00 PM,7,F,,85,Y,Y,Y,Emily,Interested in coming back to try again,
,6/10,5:00 PM,9,W,49,100,Y,Y,Y,Emily,,
,6/10,3:00 PM,8,F,,80,Y,Y,Y,Hanna,,
,6/10,11:00 PM,4,F,,95,N,N,Y,Hanna,,
,6/9,9:00 PM,6,W,59,100,Y,Y,Y,Hanna,,
,6/9,5:00 PM,6,F,,90,Y,Y,Y,Hanna,,
,6/9,3:00 PM,5,W,54,100,Y,Y,Y,Emily,,
,6/9,1:00 PM,9,F,59,95,Y,Y,Y,Emily,"Photo on phone only, died at bomb",
,6/9,11:00 AM,9,W,40,100,Y,Y,Y,Emily,,
,6/8,7:00 PM,7,F,,98,Y,Y,Y,Cordelia ,,
,6/8,2:00 PM,8,W,49,100,Y,Y,Y,Emily,,
,6/3,7:00 PM,4,F,,90,Y,Y,Y,Cordelia,,
,6/3,3:00 PM,8,F,,70,Y,Y,Y,Jack,Master Walkie talkie For lab kept cutting oFF,
,6/2,7:00 PM,10,F,,50,Y,Y,Y,Cordelia/Jack,,
,6/2,5:00 PM,6,W,59,100,Y,M,Y,Cordelia/Jack,,
,6/2,3:00 PM,3,F,,65,Y,Y,Y,Emily/Cordelia,,
,5/31,7:00 PM,10,W,34,100,Y,Y,Y,Cordelia,,
,5/28,5:00 PM,8,,,,,,,Jack/Emily,,
,5/28,1:00 PM,10,F,,60,Y,Y,Y,Jack,,
,5/27,9:00 PM,2,W,50,100,Y,Y,Y,Emily,,
,5/27,1:00 PM,6,F,,75,Y,Y,Y,Cordelia ,,
,5/36,5:00 PM,4,F,,90,Y,Y,Y,Emily,,
,5/26,3:00 PM,5,F,,65,Y,Y,N,Cordelia,,
,5/22,3:00 PM,6,F,,90,Y,Y,Y,Jack,,
,5/20,9:00 PM,7,W,59,100,Y,Y,Y,Cordelia,,
,5/20,5:00 PM,7,W,43,100,Y,Y,Y,Cordelia,,
,5/20,3:00 PM,4,F,,80,Y,Y,Y,Emily,,
,5/20,11:00 AM,6,F,,75,Y,Y,N,Emily,,
,5/19,9:00 PM,4,F,,90,Y,Y,Y,Jack,,
,5/19,7:00 PM,7,W,46,100,Y,Y,Y,Jack,,
,5/19,5:00 PM,7,W,57,100,Y,Y,Y,Jack,,
,5/19,3:00 PM,11,F,,95,Y,Y,Y,Cordelia/Jack,,
,5/19,1:00 PM,4,F,,60,Y,Y,Y,Cordelia,,
,5/18,3:00 PM,12,W,57,100,Y,Y,Y,Cordelia,,
,5/17,7:00 PM,2,F,,80,Y,Y,Y,Jack,,
,5/13,7:00 PM,3,F,,95,Y,Y,Y,Hanna,,
,5/12,9:00 PM,5,W,59,100,Y,Y,Y,,,
,5/12,5:00 PM,4,F,,60,Y,Y,Y,Hanna/Jack,,
,5/6,9:00 PM,4,F,,90,Y,Y,N,Cordelia,,
,5/6,5:00 PM,6,F,,95,Y,Y,N,Cordelia,,
,5/5,9:00 PM,3,F,,75,Y,Y,Y,Emily,,
,5/5,5:00 PM,9,F,,80,Y,Y,Y,Hanna/Emily,died at bomb,
,5/3,7:00 PM,6,F,,90,Y,Y,Y,Jack,,
,5/2,7:00 PM,6,F,,95,Y,Y,N,Cordelia,Waiver system doWn,
,5/1,7:00 PM,3,F,,50,Y,Y,N,Emily,,
,5/1,5:00 PM,3,F,,50,Y,Y,Y,Jack/Emily,,
,4/29,5:00 PM,9,F,,65,Y,Y,Y,Cordelia,,
,4/29,3:00 PM,6,F,,95,Y,Y,Y,Emily,,
,4/28,9:00 PM,6,F,,50,Y,Y,Y,,,
,4/28,7:00 PM,4,F,,50,M,N,N,Jack,,
,4/28,5:00 PM,5,F,,50,Y,Y,Y,Jack,,
,4/28,1:00 PM,4,F,,80,Y,Y,Y,Cordelia,,
,4/27,7:00 PM,7,F,,50,M,N,,Jack,,
,4/26,7:00 PM,10,W,47,100,Y,Y,Y,Cordelia,,
,4/22,500 PM,4,F,,50,Y,Y,N,Hanna,,
,4/21,7:00 PM,10,W,52,100,Y,Y,Y,Emily/Jack,Said they didn't like neW light above computer,
,4/21,5:00 PM,12,W,60,100,Y,Y,Y,Jack/Emily,,
,4/21,3:00 PM,5,F,,50,Y,Y,Y,Hanna/Jack,Radio not Working still. Blue light making clicking noise.,
,4/21,1:00 PM,6,W,59,100,Y,Y,Y,Hanna/Jack,,
,4/18,3:00 PM,10,W,49,100,Y,Y,Y,Ian/Jack,,
,4/17,1:00 PM,6,F,,40,Y,Y,Y,Jack,,
,4/15,5:00 PM,6,F,,70,Y,Y,N,Cordelia,,
,4/15,2:00 PM,12,W,60,100,Y,Y,N,Emily/Cordelia,,
,4/14,5:00 PM,4,F,,65,Y,Y,Y,Hanna/Bean,BrieF case broken,
,4/14,1:00 PM,4,F,,65,Y,Y,Y,Cordelia/Bean,,
,4/13,9:00 PM,2,F,,50,Y,Y,Y,Cordelia,,
,4/11,9:00 PM,6,F,,90,Y,Y,Y,Jack,,
,4/10,5:00 PM,2,F,,40,Y,Y,N,Jack/Emily,Had a nice time but really struggled since it Was just the 2 oF them and it Was their First time.  Still interested in trying the Redmond rooms,
,4/8,3:00 PM,2,F,,60,Y,Y,,Cordelia/Jack,,
,4/8,11:00 AM,5,F,,70,Y,Y,Y,Jack,,
,4/7,9:00 PM,6,F,,40,Y,Y,Y,Jack,,
,4/7,7:00 PM,4,F,,70,Y,M,Y,Jack,,
,4/7,5:00 PM,7,F,,40,N,N,Y,Jack,,
,4/7,3:00 PM,9,W,58,100,Y,Y,Y,Cordelia ,,
,4/6,7:00 PM,9,W,58,100,Y,Y,Y,Jack,,
,4/6,2:00 PM,4,F,,50,Y,Y,Y,Cordelia ,,
,4/3,5:00 PM,6,F,,70,Y,Y,Y,Jack/Emily,,
,4/1,7:00 PM,5,F,,90,Y,Y,Y,,,
,4/1,5:00 PM,5,W,59,100,Y,Y,Y,Hanna,Keys still not Working,
,4/1,3:00 PM,4,W,58,100,Y,Y,Y,Emily,,
,4/1,1:00 PM,4,F,,85,M,Y,N,Emily,,
,3/31,9:00 PM,4,F,,90,Y,Y,N,Emily,,
,3/31,7:00 PM,6,F,,95,Y,Y,Y,Jack/Emily,,
,3/31,5:00 PM,4,W,57,100,Y,Y,Y,Jack/Emily,,
,3/31,3:00 PM,5,W,56,100,Y,Y,Y,Cordelia/Jack,,
,3/31,1:00 PM,9,F,,75,Y,Y,Y,Cordelia/Jack,,
,3/31,11:00 AM,6,W,60,100,Y,Y,Y,Cordelia,,
,3/30,9:00 PM,7,F,,80,Y,Y,Y,Jack,,
,3/30,3:00 PM,5,F,,70,Y,Y,Y,Cordelia,,
,3/28,7:00 PM,5,F,,80,Y,Y,Y,Jack,,
,3/27,9:00 PM,4,W,58,100,Y,Y,Y,Emily,,
,3/27,3:00 PM,4,F,,30,M,M,Y,Jack,,
,3/25,7:00 PM,6,F,,85,Y,Y,Y,Emily,,
,3/25,5:00 PM,4,F,,90,Y,Y,Y,Emily,,
,3/25,3:00 PM,,,,,,,,,,
,3/25,1:00 PM,,,,,,,,,,
,3/24,9:00 PM,7,F,,40,Y,Y,Y,Jack,,
,3/24,7:00 PM,8,F,,60,Y,Y,Y,Jack,,
,3/24,5:00 PM,4,F,,90,Y,Y,Y,Jack,,
,3/23,9:00 PM,4,F,,60,Y,Y,Y,Jack,,
,3/23,7:00 PM,10,W,47,100,Y,Y,Y,Jack,Decoder Wheel broke; replaced,
,3/23,5:00 PM,4,F,,30,Y,Y,Y,Ian/Jack,,
,3/18,9:00 PM,8,,,,,,,,,
,3/18,5:00 PM,10,W,59:50:00,,y,y,y,Ben,,
,3/17,3:00 PM,4,F,,90,Y,Y,Y,Jack/Ben,,
,3/17,1:00 PM,7,F,,70,Y,Y,Y,Jack/Ben,,
,3/17,11:00 AM,5,F,,95,Y,Y,Y,Jack,,
,3/15,5:00 PM,4,F,,30,N,N,Y,Cordelia/Jack,,
,3/15,3:00 PM,8,W,59,100,Y,Y,Y,Cordelia,,
,3/15,1:00 PM,4,F,,65,Y,Y,N,Cordelia,Group Filled out Waivers on paper because WiFi Was doWn,
,3/13,5:00 PM,7,W,52,100,Y,Y,Y,Cordelia/Jack,,
,3/11,5:00 PM,3,F,,70,Y,Y,Y,Emily ,,
,3/11,3:00 PM,6,F,,95,Y,Y,Y,Emily/Cordelia,,
,3/10,9:00 PM,8,F,,80,Y,Y,Y,Hanna,,
,3/10,7:00 PM,14,F,,60,Y,Y,N,Cordelia/Hanna,,
,3/10,3:00 PM,6,F,,70,Y,Y,Y,Cordelia,,
,3/9,9:00 PM,4,F,,40,Y,Y,Y,,,
,3/9,7:00 PM,5,F,,60,Y,Y,Y,Jack,,
,3/6,7:00 PM,8,F,,90,Y,Y,Y,Hanna,,
,3/4,5:00 PM,7,F,,80,Y,Y,Y,Jack,,
,3/3,9:00 PM,9,F,,,Y,Y,Y,Cordelia,,
,3/3,7:00 PM,11,F,,80,Y,Y,Y,Cordelia/Emily,,
,3/3,5:00 PM,5,F,,75,Y,Y,Y,Cordelia/Emily,,
,3/3,3:00 PM,6,F,,80,Y,Y,Y,Jack/Emily,,
,3/3,1:00 PM,4,F,,80,Y,Y,Y,Jack,,
,3/2,9:00 PM,5,F,,95,Y,Y,Y,Jack,,
,3/2,7:00 PM,8,F,,50,Y,Y,Y,Jack,,
,3/2,1:00 PM,4,F,,70,Y,Y,N,Emily,Photo taken only on phone,
,2/27,7:00 PM,4,F,,90,Y,Y,Y,Hanna,,
,2/25,7:00 PM,6,W,50,100,Y,Y,Y,Emily,,
,2/25,5:00 PM,6,F,,70,Y,Y,Y,Emily,"Came in very late, started With 50 minutes instead oF a Full hour",
,2/25,1:00 PM,4,F,,80,Y,Y,Y,Cordelia ,,
,2/25,11:00 AM,3,F,,50,Y,Y,N,Cordelia ,,
,2/24,9:00 PM,6,F,,70,Y,Y,N,Emily,Interested in coming back For halF price,
,2/24,7:00 PM,4,W,58,100,Y,Y,Y,Emily/Bean,,
,2/24,5:00 PM,7,W,58,100,Y,Y,Y,Emily/Bean,,
,2/24,3:00 PM,,,,,,,,,,
,2/24,1:00 PM,,,,,,,,,,
,2/23,9:00 PM,4,F,,80,Y,Y,Y,,,
,2/23,5:00 PM,8,W,53,100,Y,Y,Y,Emily/Jack,Escape door Wouldnt open When they had all Four keys,
,2/22,4:00 PM,8,W,48,100,Y,Y,Y,Cordelia ,,
,2/20,1:00 PM,9,W,60,100,Y,Y,Y,Cordelia,,
,2/18,9:00 PM,4,F,,60,Y,Y,,Bean,"Very disrespectFul to the room, Forced open the door to the strategy room and tossed props carelessly.",
,2/18,7:00 PM,7,W,55,100,Y,Y,Y,Bean,,
,2/18,5:00 PM,5,F,,55,Y,Y,Y,Bean,,
,2/18,3:00 PM,5,W,60,100,Y,Y,,Cordelia ,,
,2/18,1:00 PM,4,F,,50,Y,Y,Y,Cordelia ,,
,2/18,11:00 AM,6,W,59,100,Y,Y,Y,Cordelia,,
,2/17,9:00 PM,4,F,,90,Y,Y,Y,Emily ,,
,2/17/2018,7:00 PM,4,F,,70,Y,Y,Y,Emily/Cordelia,,
,2.17/2018,5:00 PM,4,F,,99,Y,Y,Y,Cordelia/Emily,"Given extra 30 seconds to Finish, ",
,2/17/2018,3:00 PM,5,F,,60,Y,Y,N,Ian/Cordelia,,
,2/16/2018,9:00 PM,8,F,,60,Y,Y,Y,,,
,2/11/2018,5:00 PM,4,F,,80,Y,Y,Y,Emily,,
,2/11/2018,1:00 PM,4,F,,65,Y,Y,Y,Cordelia ,,
,2/11/2018,11:00 AM,5,F,,80,Y,Y,Y,Cordelia ,Movie passes given out,
,2/10/2018,7:00 PM,6,F,,55,Y,Y,Y,Emily/Hanna,Birthday party,
,2/10/2018,5:00 PM,6,F,,99,Y,Y,Y,Emily/Hanna,"Time ended as they Were entereing bomb room, Was given 2 more minutes to Finish",
,2/10/2018,3:00 PM,8,F,,70,Y,Y,Y,Emily/Jack,,
,2/10/2018,1:00 PM,9,W,42,100,Y,Y,Y,Emily/Jack,,
,2/10/2018,11:00 AM,10,F,,60,Y,Y,Y,Jack,,
,2/7/2018,9:00 PM,5,F,,90,Y,Y,Y,,,
,2/7/2018,7:00 PM,6,F,,90,Y,Y,Y,Jack,,
,2/3/2018,9:00 PM,12,W,57,100,Y,Y,Y,,,
,2/3/2018,5:00 PM,3,F,,50,N,N,N,Jack,,
,2/3/2018,3:00 PM,6,F,,40,Y,Y,Y,Jack,,
,2/2/2018,7:00 PM,6,W,48,100,Y,Y,Y,Jack,,
,1/302018,1:00 PM,12,W,50,100,Y,Y,Y,Cordelia ,,
,1/28/2018,3:00 PM,8,W,58,100,Y,Y,Y,Cordelia,,
,1/28/2018,1:00 PM,5,W,55,100,Y,Y,Y,Cordelia,,
,1/27/2018,9:00 PM,4,F,,70,Y,Y,Y,Jack,,
,1/27/2018,7:00 PM,4,F,,75,Y,Y,Y,Jack,,
,1/27/2018,5:00 PM,5,F,,50,Y,Y,,Jack,"Walkie talkie died, lost time trying to talk to me. gave them 5 extra minutes",
,1/27/2018,3:00 PM,9,F,,65,Y,Y,Y,Cordelia/Jack,,
,1/27/2018,11:00 AM,4,F,,60,Y,Y,Y,Cordelia ,"So this group paid For tWo bookings, 11 am and 1 pm. Not counting their second game stats, they just Wanted to sloWly Work through the room. ",
,1/21/2018,5:00 PM,11,W,54,100,Y,Y,Y,Emily,,
,1/21/2018,1:00 PM,4,F,,95,Y,Y,Y,Jack,"LeFt laser room remote inside, they accidentally turned oFF bomb. Had to pause game and reset room When they got to that point",
,1/20/2018,9:00 PM,6,F,,70,Y,Y,Y,Cordelia,,
,1/20/2018,7:00 PM,4,W,55,100,Y,Y,Y,Cordelia/Hanna,,
,1/20/2018,5:00 PM,8,F,,75,Y,Y,Y,Hanna/Cordelia,,
,1/20/2018,3:00 PM,3,F,,85,Y,Y,Y,Hanna/Ian,,
,1/19/2018,9:00 PM,8,F,,95,Y,Y,Y,,,
,1/18/2018,7:00 PM,6,W,40,100,Y,Y,Y,Emily,Bypassed decoded message lock by guessing to place phone on book,
,1/18/2018,3:00 PM,11,W,55,100,Y,Y,Y,Cordelia ,"Radio Wasn't Working, gave them message verbally",
,1/17/2018,7:00 PM,6,F,,90,Y,Y,Y,Jack,Lasers need to be readjusted,
,1/17/2018,1:00 PM,12,F,,90,Y,Y,Y,Ian,,
,1/14/2018,3:00 PM,4,F,,70,Y,Y,Y,Cordelia ,,
,1/13/2018,7:00 PM,9,W,50,100,Y,Y,Y,Cordelia/jack,,
,1/13/2018,5:00 PM,8,F,,80,Y,Y,Y,Cordelia/Jack,"Birthday, had a lot oF Fun. ",
,1/13/2018,3:00 PM,11,F,,95,Y,Y,Y,Ian/Jack,,
,1/13/2018,1:00 PM,4,W,59,100,Y,Y,Y,Ian/Jack,Bomb didn't count doWn/ didn't give key When solved,
,1/10/2017,5:00 PM,4,W,51,100,Y,Y,Y,Hanna/Ian,,
,1/7/2018,9:00 PM,12,W,51,100,Y,Y,N,Hanna,,
,1/7/2018,5:00 PM,7,W,45,100,Y,Y,Y,Hanna,,
,1/7/2017,3:00 PM,7,W,47,100,Y,Y,Y,Cordelia ,"Messed up the keyboard, hanna Fixed it!",
,1/7/2018,1:00 PM,6,F,,75,Y,Y,Y,Cordelia ,No type in me pad. Gave extra time. ,
,1/7/2018,11:00 AM,4,F,,55,Y,Y,N,Cordelia ,Coming back to do Bio,
,1/6/2018,9:00 PM,4,F,,90,Y,Y,Y,Emily,,
,1/6/2018,7:00 PM,6,W,59,100,Y,Y,Y,Cords/Emily,"Problem With computer, given extra 5 mins",
,1/6/2018,5:00 PM,4,W,59,100,Y,Y,Y,Cords/Emily,Accidentally shut oFF comupter,
,1/6/2018,3:00 PM,11,F,,70,Y,Y,Y,Hanna/Cords,Accidentally shut oFF comupter,
,1/5/2018,9:00 PM,6,W,48,100,Y,Y,Y,Emily,Keys didn't Work,
,1/5/2018,7:00 PM,9,W,59,100,Y,Y,Y,Emily,,
,1/4/2018,7:00 PM,4,W,49,100,Y,Y,Y,Cordelia ,"Did really Well, Wanted a physical piece oF paper to Write notes on",
,1/3/2018,7:00 PM,3,F,,80,Y,Y,N,Emily,"Muliple things not set up correctly, noted 10 discount For their next visit",
,1/2/2018,9:00 PM,4,F,,90,Y,Y,Y,Ian,,
,12/31/2016,3:00 PM,13,F,,95,Y,Y,Y,Hanna,Died at bomb. 2 underage kids and 2 birthdays so only paid For 9,
,12/31/2017,1:00 PM,4,W,59,100,Y,Y,N,Hanna,PoWerpoint shut doWn mid-game. Added 5 minutes to compensate For time Wasted.,
,12/30/2017,9:00 PM,,,,,,,,,,
,12/30/2017,7:00 PM,11,F,43,80,Y,Y,Y,Ian/Ben,Died From bomb,
,12/30/2017,5:00 PM,6,F,,25,Y,Y,Y,Ian/Bean,,
,12/30/2017,3:00 PM,7,W,59,100,Y,Y,N,Ben,,
,12/30/2017,1:00 PM,6,F,,,,,,Hanna,,
,12/29/2017,9:00 PM,4,F,,50,Y,Y,Y,Ian,,
,12/29/2017,7:00 PM,9,F,,95,Y,Y,Y,Ian,,
,12/29/2017,5:00 PM,5,F,,90,Y,Y,Y,Ian,,
,12/29/2017,3:00 PM,8,W,47,100,Y,Y,Y,Ben,,
,12/28/2017,3:00 PM,10,W,54,100,y,y,y,Ian,,
,12/27/2017,5:00 PM,7,,,,,,,Ian/Ben,,
,12/27/2017,3:00 PM,3,F,,50,Y,Y,Y,Ian,,
,12/27/2017,1:00 PM,6,W,51,100,Y,Y,Y,Ian,,
,12/26/2017,9:00 PM,6,W,59,100,Y,Y,N,Hanna,,
,12/26/2017,7:00 PM,5,F,,85,Y,Y,N,Hanna,,
,12/26/2017,5:00 PM,5,F,,45,Y,Y,N,Ian/Hanna,,
,12/26/2017,3:00 PM,5,F,,50,Y,Y,N,Ian,,
,12/26/2017,1:00 PM,6,W,43,100,Y,Y,Y,Ian,,
,12/24/2017,3:00 PM,6,F,43,75,Y,Y,Y,Ian,"Died From Bomb, let them use the rest oF their time to try to solve What they could",
,12/23/2017,5:00 PM,6,F,,90,Y,Y,Y,Ian/Hanna,,
,12/23/2017,3:00 PM,6,F,,80,Y,Y,Y,Hanna/Ben,Mad about the computer shutting oFF,
,12/22/2017,9:00 PM,5,F,,95,Y,Y,Y,Ian,,
,12/22/2017,7:00 PM,4,W,59,100,Y,Y,Y,Ian,,
,12/21/2017,7:00 PM,5,F,,75,Y,Y,,Ian,,
,12/21/2017,5:00 PM,8,W,57,100,Y,Y,N,Emily,,
,12/21/2017,3:00 PM,5,F,,70,Y,Y,N,Emily,Needed to leave in a hurry,
,12/21/2017,1:00 PM,5,F,,95,Y,Y,N,Emily,"Picture Was just on phone, as they Were excited to head over to Redmond to do another room",
,12/20/2017,9:00 PM,3,F,,75,Y,Y,Y,Emily,,
,12/20/2017,3:00 PM,4,F,,90,Y,Y,N,Emily,Picture on thier phone ,
,12/19/2017,7:00 PM,8,W,55,100,Y,Y,Y,Emily,"Did explode bomb, but I reset it For them",
,12/19/2017,5:00 PM,5,F,,80,Y,Y,Y,Ben/Emily,Asked For help on every puzzle they Worked on For the last 25 minutes :/,
,12/19,3:00 PM,4,,,,,,,Ben,,
,12/17/2017,7:00 PM,6,F,,90,Y,Y,Y,Hanna,,
,12/17/2017,5:00 PM,4,F,,95,Y,Y,Y,Hanna,,
,12/17/2017,3:00 PM,4,F,45,25,Y,Y,Y,Ian,"Cheated by using the one key to turn all Four locks, leFt early",
,12/17/2017,1:00 PM,9,F,,,Y,Y,Y,Ian,,
,12/17/2017,11:00 AM,7,F,,50,Y,Y,Y,Ian,,
,12/16/2017,5:00 PM,15,F,,75,Y,Y,Y,Ian,,
